RECNUM	CODIGO_FORNEC	NRO_OBRIG	SERIE_OBRIG	CODIGO_MOEDA	DT_EMISSAO	DT_RECEB	DT_VCTO	DT_ULT_PGTO	VL_TOTAL	VL_PGTO	VL_JUROS	VL_DCTO	VL_DESP	CODIGO_GROBRIG	SUBSTITUIDA	GERA_MV_CTB	NRO_NFE	DT_REG	CODIGO_USUARIOD	ACEITE	DT_ACEITE	CODIGO_USUARIOA	INTEGRA_CTB	OBSERVACAO_1	OBSERVACAO_2	FLAG_SUBSTITUI	VALOR_SUBSTITUI	VALOR_SUBST_AUX	CODIGO_BANCO	NRO_LOTE	NRO_BANCO	CODIGO_BARRAS	DT_EFETIV_PGTO	DT_VCTO_AUX	VL_DCTO_BANCO	VL_ACRESC_BANCO	CONTACTB	CENTRO_CUSTO	FLAG_IMPORTA	SAFRA	NRO_NOTA_ORIG	SERIE_NOTA_ORIG	NRO_PAGAMENTO	FLAG_BAIXA	VL_BAIXA	VL_JUROS_BAIXA	VL_DCTO_BAIXA	CONTACTB_MIOLO	BANCO_OBRIG	DT_RECEB_BOLET	CONTA_ORCAMENT	STATUS	CODIGO_USUARIOL	CODIGO_USUARIOB	DT_LIBERACAO	DT_BLOQUEIO	CODIGO_PERFILCC	LOTE	CODIGO_DESPVAR	FORNEC_DARF	OBRIG_DARF	SERIE_DARF	CODIGO_TIPOPAG	CODIGO_FORMAPAG	CODIGO_REPRES	VL_MULTA	FLAG_CH_DEV	VL_MULTA_BAIXA	GUID
11	6	8389105,0	1  	1	20/05/2018	01/06/2018	01/06/2018	22/06/2018	6376,2	6376,2	0,0	0,0	0,0	109	N	 	8389105,0	04/06/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
51	7	87,0	1E 	1	01/06/2018	05/06/2018	06/06/2018	26/06/2018	6805,62	6805,62	181,51	0,0	0,0	100	N	 	87,0	07/06/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
23	12	11653,0	1  	1	09/05/2018	05/06/2018	06/06/2018	13/06/2018	457,83	457,83	10,71	0,0	0,0	107	N	 	0,0	05/06/2018	8	S	05/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
24	1	82385,0	1  	1	07/05/2018	05/06/2018	06/06/2018	11/06/2018	1445,0	1445,0	57,8	0,0	0,0	108	N	 	0,0	05/06/2018	8	S	05/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
25	1	82386,0	1  	1	07/05/2018	07/05/2018	06/06/2018	11/06/2018	810,0	810,0	32,4	0,0	0,0	108	N	 	0,0	05/06/2018	8	S	05/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
76	35	129440,0	3  	1	20/04/2018	08/05/2018	31/05/2018	04/06/2018	435,8	435,8	14,47	0,0	0,0	108	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
27	11	3556,0	1E 	1	30/05/2018	05/06/2018	30/05/2018	30/05/2018	17290,0	17290,0	0,0	0,0	0,0	106	N	 	3556,0	03/07/2018	7	N		6	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
28	11	3556,0	2E 	1	30/05/2018	05/06/2018	20/06/2018	22/06/2018	10000,0	10000,0	33,34	0,0	0,0	106	N	 	3556,0	03/07/2018	7	N		6	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
29	11	3556,0	3E 	1	30/05/2018	05/06/2018	10/07/2018	10/07/2018	10000,0	10000,0	0,0	0,0	0,0	106	N	 	3556,0	03/07/2018	7	N		6	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
30	11	3556,0	4E 	1	30/05/2018	05/06/2018	09/08/2018	13/08/2018	10000,0	10000,0	66,68	0,0	0,0	106	N	 	3556,0	03/07/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
31	11	3556,0	5E 	1	30/05/2018	05/06/2018	17/09/2018	17/09/2018	10000,0	10000,0	350,03	0,0	0,0	106	N	 	3556,0	03/07/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
32	11	3556,0	6E 	1	30/05/2018	05/06/2018	08/10/2018	08/10/2018	10000,0	10000,0	0,0	0,0	0,0	106	N	 	3556,0	03/07/2018	7	N		0	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
33	11	3556,0	7E 	1	30/05/2018	05/06/2018	07/11/2018	14/11/2018	10000,0	10000,0	116,69	0,0	0,0	106	N	 	3556,0	03/07/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
34	18	19846,0	1  	1	03/05/2018	11/05/2018	02/06/2018	06/06/2018	841,2	841,2	3,92	0,0	0,0	108	N	 	0,0	06/06/2018	8	S	06/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
35	18	19846,0	2  	1	03/05/2018	11/05/2018	02/07/2018	06/07/2018	841,2	841,2	3,92	0,0	0,0	108	N	 	0,0	06/06/2018	8	S	06/06/2018	7	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
36	18	19846,0	3  	1	03/05/2018	11/05/2018	01/08/2018	01/08/2018	841,2	841,2	0,0	0,0	0,0	108	N	 	0,0	06/06/2018	8	S	06/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
37	18	19846,0	4  	1	03/05/2018	11/05/2018	31/08/2018	31/08/2018	841,2	841,2	0,0	0,0	0,0	108	N	 	0,0	06/06/2018	8	S	06/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
38	14	29505,0	1E 	1	10/05/2018	06/06/2018	07/06/2018	11/06/2018	49,27	49,27	5,24	0,0	0,0	108	N	 	29505,0	06/06/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
41	21	19492,0	1  	1	10/05/2018	10/05/2018	07/06/2018	13/06/2018	105,11	105,11	0,0	0,0	0,0	107	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
77	35	1294745,0	2  	1	26/04/2018	10/05/2018	30/05/2018	04/06/2018	709,14	709,14	25,88	0,0	0,0	108	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
43	4	52018,0	1  	1	05/06/2018	07/06/2018	07/06/2018	09/07/2018	7592,25	7592,25	835,15	0,0	0,0	110	N	 	0,0	07/06/2018	8	S	07/06/2018	7	S	FGTS		 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
44	22	139149,0	1E 	1	25/05/2018	07/06/2018	07/06/2018	05/06/2018	123,0	123,0	0,0	0,0	0,0	107	N	 	139149,0	07/06/2018	7	N		8	S	DEPOSITO BANCO DO BRASIL                                                                                                                                                                                                                                  		 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
521	1	82941,0	1  	1	16/06/2018	18/06/2018	16/06/2018	20/06/2018	1265,0	1265,0	48,07	0,0	0,0	108	N	 	0,0	18/06/2018	6	S	18/06/2018	6	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
522	1	82947,0	1  	1	16/06/2018	18/06/2018	16/06/2018	20/06/2018	250,0	250,0	9,5	0,0	0,0	108	N	 	0,0	18/06/2018	6	S	18/06/2018	6	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
523	1	82942,0	1  	1	16/06/2018	16/06/2018	16/06/2018	20/06/2018	470,0	470,0	17,86	0,0	0,0	108	N	 	0,0	18/06/2018	6	S	18/06/2018	6	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
48	23	2018432,0	1E 	1	30/05/2018	07/06/2018	14/06/2018	06/07/2018	1920,0	1920,0	120,08	0,0	0,0	196	N	 	2018432,0	07/06/2018	7	N		7	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
2014	27	6122,0	1  	1	20/08/2018	23/08/2018	20/08/2018	13/03/2019	61,22	61,22	0,0	0,0	0,0	124	N	 	0,0	23/08/2018	6	S	23/08/2018	6	S		,	 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
52	26	10,0	1  	1	05/06/2018	07/06/2018	12/06/2018	14/06/2018	8831,0	8831,0	0,0	0,0	0,0	102	N	 	10,0	07/06/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
2012	122	6,0	6  	1	22/06/2018	23/08/2018	22/06/2018	22/06/2018	456,0	456,0	0,0	0,0	0,0	121	N	 	0,0	23/08/2018	6	S	23/08/2018	6	S			 	0,0	0,0	0	0					0,0	0,0	0	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
54	27	52018,0	1  	1	30/05/2018	07/06/2018	20/06/2018	12/04/2019	839,33	839,33	214,86	0,0	0,0	124	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S	IRRF 05/2018		 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
63	29	4551,0	1E 	1	01/06/2018	07/06/2018	16/06/2018	20/06/2018	166,5	166,5	8,72	0,0	0,0	107	N	 	4551,0	07/06/2018	7	N		6	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
2013	27	33548,0	1  	1	20/08/2018	23/08/2018	20/08/2018	09/10/2018	335,48	335,48	60,28	0,0	0,0	132	N	 	0,0	23/08/2018	6	S	23/08/2018	8	S	NF 20186304		 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
57	30	800,0	1E 	1	04/06/2018	07/06/2018	20/06/2018	17/07/2018	4000,0	4000,0	0,0	0,0	0,0	184	N	 	800,0	07/06/2018	7	N		6	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
3520	5	966714,0	1  	1	30/06/2018	17/10/2018	20/07/2018	17/11/2020	9667,14	9667,14	0,0	0,0	0,0	112	N	 	0,0	17/10/2018	8	S	17/10/2018	8	S	INSS 06/2018		 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
59	31	144,0	1  	1	04/05/2018	04/05/2018	24/05/2018	04/06/2018	500,0	500,0	20,83	0,0	0,0	108	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S	144		 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
60	32	20181515,0	1E 	1	30/05/2018	07/06/2018	25/06/2018	06/07/2018	702,0	702,0	16,57	0,0	0,0	101	N	 	20181515,0	07/06/2018	7	N		7	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
61	33	7149,0	4  	1	31/01/2018	31/01/2018	01/06/2018	04/06/2018	687,0	687,0	4,11	0,0	0,0	108	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
62	1	80731,0	2  	1	04/04/2018	10/04/2018	03/06/2018	04/06/2018	650,0	650,0	0,0	0,0	0,0	108	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
64	34	8833,0	1E 	1	01/06/2018	07/06/2018	01/07/2018	06/07/2018	179,9	179,9	3,54	0,0	0,0	107	N	 	8833,0	07/06/2018	7	N		7	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
65	35	1294744,0	2  	1	26/04/2018	10/05/2018	30/05/2018	04/06/2018	302,05	302,05	11,04	0,0	0,0	108	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
2061	1	86721,0	1E 	1	02/08/2018	06/08/2018	01/09/2018	03/09/2018	1265,0	1265,0	0,0	0,0	0,0	108	N	 	86721,0	28/08/2018	7	N		0	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
67	35	1295023,0	2  	1	27/04/2018	11/05/2018	04/06/2018	04/06/2018	1197,2	1197,2	39,74	0,0	0,0	108	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
80	47	20181594,0	1E 	1	08/06/2018	08/06/2018	23/06/2018	26/06/2018	522,0	522,0	13,53	0,0	0,0	185	N	 	20181594,0	08/06/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
69	36	83388,0	1  	1	10/04/2018	12/04/2018	10/05/2018	04/06/2018	837,5	837,5	83,75	0,0	0,0	108	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
524	68	1005778,0	3  	1	18/06/2018	18/06/2018	18/06/2018	12/07/2018	1927,32	1927,32	0,0	0,0	0,0	108	N	 	0,0	18/06/2018	6	S	18/06/2018	7	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
71	37	48175,0	3  	1	08/03/2018	21/03/2018	07/05/2018	04/06/2018	1412,0	1412,0	65,8	0,0	0,0	108	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
72	39	117798,0	3  	1	12/03/2018	01/04/2018	11/05/2018	04/06/2018	1326,0	1326,0	53,04	0,0	0,0	108	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
73	14	29015,0	3  	1	05/04/2018	20/04/2018	31/05/2018	04/06/2018	317,0	317,0	33,82	0,0	0,0	108	N	 	0,0	07/06/2018	8	S	07/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
74	45	1590,0	1E 	1	07/06/2018	08/06/2018	08/06/2018	12/06/2018	3850,0	3850,0	0,0	0,0	0,0	123	N	 	1590,0	08/06/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
75	45	1590,0	2E 	1	07/06/2018	08/06/2018	06/07/2018	09/07/2018	3850,0	3850,0	0,0	0,0	0,0	123	N	 	1590,0	08/06/2018	7	N		6	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
1721	148	835238,0	1E 	1	01/08/2018	06/08/2018	06/08/2018	06/08/2018	2697,84	2697,84	0,0	0,0	0,0	102	N	 	835238,0	06/08/2018	8	N		7	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
2062	195	2229940,0	1E 	1	31/07/2018	09/08/2018	28/08/2018	28/08/2018	1301,6	1301,6	0,0	0,0	0,0	108	N	 	2229940,0	28/08/2018	7	N		0	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
81	35	1298011,0	1  	1	05/05/2018	11/05/2018	01/06/2018	05/06/2018	527,23	527,23	17,5	0,0	0,0	108	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
82	35	1298011,0	2  	1	05/05/2018	11/05/2018	08/06/2018	12/06/2018	527,21	527,21	17,5	0,0	0,0	108	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
83	35	1298011,0	3  	1	05/05/2018	11/05/2018	15/06/2018	19/06/2018	527,21	527,21	17,5	0,0	0,0	108	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
84	12	11636,0	1  	1	04/05/2018	10/05/2018	01/06/2018	05/06/2018	269,34	269,34	2,7	0,0	0,0	107	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
85	49	94926,0	1  	1	13/04/2018	27/04/2018	13/05/2018	05/06/2018	886,71	886,71	34,73	0,0	0,0	108	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
86	48	4282,0	1E 	1	06/06/2018	08/06/2018	10/06/2018	11/06/2018	6908,91	6908,91	0,0	0,0	0,0	166	N	 	4282,0	08/06/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
87	36	8410,0	1  	1	24/04/2018	10/05/2018	22/05/2018	05/06/2018	230,0	230,0	12,88	0,0	0,0	108	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
88	21	18660,0	2  	1	20/03/2018	22/03/2018	19/05/2018	05/06/2018	618,6	618,6	20,57	0,0	0,0	107	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
89	15	14856,0	1  	1	27/04/2018	14/05/2018	25/05/2018	05/06/2018	299,95	299,95	4,95	0,0	0,0	107	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
90	25	42018,0	1  	1	05/05/2018	05/05/2018	08/05/2018	05/06/2018	65741,28	65741,28	3446,15	0,0	0,0	140	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S	04/2018		 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
91	25	42018,0	DA 	1	05/05/2018	05/05/2018	08/05/2018	05/06/2018	4183,41	4183,41	219,29	0,0	0,0	151	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S	04/2018		 	0,0	0,0	0	0					0,0	0,0	100	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
92	33	7544,0	2  	1	04/04/2018	11/04/2018	04/06/2018	07/06/2018	559,0	559,0	3,36	0,0	0,0	108	N	 	0,0	08/06/2018	8	S	08/06/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
1722	32	1719,0	1E 	1	27/07/2018	06/08/2018	25/08/2018	27/08/2018	621,0	621,0	0,0	0,0	0,0	185	N	 	1719,0	06/08/2018	8	N		0	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
3852	113	11,0	1  	1	31/10/2018	05/11/2018	07/11/2018	07/11/2018	1489,0	1489,0	0,0	0,0	0,0	207	N	 	0,0	05/11/2018	8	S	05/11/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	0	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
4341	49	104962,0	1E 	1	28/11/2018	05/12/2018	26/12/2018	10/01/2019	1697,17	1697,17	43,35	0,0	0,0	108	N	 	104962,0	05/12/2018	7	S	05/12/2018	8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
97	10	29610,0	1E 	1	18/05/2018	08/06/2018	14/06/2018	14/06/2018	80,16	80,16	0,0	0,0	0,0	123	S	 	29610,0	08/06/2018	7	N		0	S	Obrigação substituída pela(s) obrigação(ões) 53440/1		0	80,16	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	900		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
98	50	24008,0	1  	1	29/05/2018	29/05/2018	03/06/2018	04/06/2018	1055,92	1055,92	0,0	0,0	0,0	164	N	 	0,0	08/06/2018	8	S	08/06/2018	7	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
99	50	23856,0	1  	1	28/05/2018	28/05/2018	02/06/2018	04/06/2018	2929,39	2929,39	0,0	0,0	0,0	164	N	 	0,0	08/06/2018	8	S	08/06/2018	7	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
100	14	29549,0	1E 	1	15/05/2018	07/06/2018	12/06/2018	15/06/2018	696,28	696,28	73,1	0,0	0,0	108	N	 	29549,0	08/06/2018	7	N		8	S			 	0,0	0,0	0	0					0,0	0,0	999999	0	 	          	0	   	0,0	 	0,0	0,0	0,0	0	0		0	L	0	0			0		0	0	0,0	   			0	0,0	 	0,0	
